Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000173825 4 12 8 7 4 5
ENSG00000173826 0 0 0 1 0 0
ENSG00000173838 1 1 1 2 0 0
ENSG00000173846 1222 1371 1257 1401 1232 1184
ENSG00000173848 1474 1466 1379 1275 1229 985
ENSG00000173852 1167 1206 1081 1576 1446 1061
ENSG00000173862 2 1 0 0 0 0
ENSG00000173867 0 0 0 0 0 0
ENSG00000173868 2 3 7 3 4 3
ENSG00000173875 810 769 622 858 1011 780
ENSG00000173889 1071 1022 892 1030 1517 1017
ENSG00000173890 11 10 8 14 15 9
ENSG00000173894 82 107 64 34 41 44
ENSG00000173898 2 4 5 1 4 6
ENSG00000173905 3234 3761 3074 2436 3506 2472
ENSG00000173908 0 0 0 0 0 0
ENSG00000173914 727 634 619 500 781 559
ENSG00000173915 1805 1570 1487 2126 1956 1736
ENSG00000173917 67 80 62 71 65 59
ENSG00000173918 3501 4474 3290 7616 5309 4647
ENSG00000173926 230 219 192 213 122 121
ENSG00000173928 58 56 84 58 41 57
ENSG00000173930 0 0 0 0 0 0
ENSG00000173933 113 85 86 87 86 79
ENSG00000173947 54 38 37 5 20 22
ENSG00000173950 1566 1964 1555 1506 1437 1235
ENSG00000173954 0 0 0 0 0 0
ENSG00000173960 858 835 684 1212 1355 966
ENSG00000173966 0 0 0 0 0 0
ENSG00000173976 0 0 0 0 0 0
ENSG00000173988 0 0 1 0 1 0
ENSG00000173991 10 9 12 7 19 13
ENSG00000173992 647 774 587 364 486 449
ENSG00000174004 47 72 64 143 93 58
ENSG00000174007 315 329 270 243 324 182
ENSG00000174010 334 327 272 465 410 259
ENSG00000174013 444 436 390 505 449 405
ENSG00000174015 0 0 0 0 0 0
ENSG00000174016 0 0 0 0 0 0
ENSG00000174021 2049 1841 1901 3327 4415 3164
ENSG00000174028 190 184 142 261 184 163
ENSG00000174032 454 357 328 436 469 340
ENSG00000174038 0 0 0 0 0 0
ENSG00000174059 17 29 23 26 50 34
ENSG00000174080 4781 5524 4258 4174 4569 4350
ENSG00000174099 7223 7264 6513 5317 6319 4871
ENSG00000174106 878 863 805 860 913 703
ENSG00000174109 302 304 269 361 348 319
ENSG00000174123 1 0 0 0 1 0
ENSG00000174125 13 8 16 17 39 30
ENSG00000174130 96 93 86 50 94 73
ENSG00000174132 293 360 272 324 255 186
ENSG00000174136 15116 15740 13913 26537 28246 21812
ENSG00000174137 75 99 45 78 76 66
ENSG00000174145 0 0 0 0 0 0
ENSG00000174151 862 895 739 669 927 799
ENSG00000174156 3 0 0 0 1 0
ENSG00000174165 759 890 755 713 858 845
ENSG00000174171 2 0 0 0 1 0
ENSG00000174173 517 516 427 725 691 592
ENSG00000174175 0 0 0 0 0 0
ENSG00000174177 556 771 556 578 527 526
ENSG00000174197 1018 978 882 1309 1682 1163
ENSG00000174206 133 150 138 227 214 170
ENSG00000174225 0 0 0 2 1 0
ENSG00000174226 0 0 0 0 0 0
ENSG00000174227 1873 1884 1556 2542 2996 2516
ENSG00000174231 9633 9865 8829 7461 9099 7113
ENSG00000174233 2661 2840 2573 2284 2553 2098
ENSG00000174236 11 28 12 16 21 15
ENSG00000174238 2905 3198 2644 3012 3154 2437
ENSG00000174243 3180 3578 2862 3392 3974 3149
ENSG00000174255 0 0 0 0 0 0
ENSG00000174276 277 403 285 323 265 293
ENSG00000174279 0 0 0 0 0 0
ENSG00000174282 6291 7105 5511 4769 6800 5474
ENSG00000174292 61 80 37 25 71 52
ENSG00000174306 3480 3639 3204 2300 2830 2264
ENSG00000174307 3556 4445 3366 1942 3399 3418
ENSG00000174325 19 13 18 25 28 35
ENSG00000174326 1 2 2 0 1 2
ENSG00000174327 68 96 65 48 103 74
ENSG00000174332 242 319 226 322 218 217
ENSG00000174339 0 0 0 0 0 0
ENSG00000174343 11 5 10 2 2 5
ENSG00000174348 5016 5874 4304 3093 5563 4661
ENSG00000174353 3 18 10 6 11 8
ENSG00000174358 0 0 0 0 0 0
ENSG00000174365 237 319 230 221 251 229
ENSG00000174370 83 101 75 46 107 92
ENSG00000174371 487 449 495 222 294 273
ENSG00000174373 340 257 270 347 468 317
ENSG00000174384 0 0 0 0 0 0
ENSG00000174403 0 0 0 0 0 0
ENSG00000174405 416 327 330 639 637 451
ENSG00000174407 0 0 0 0 0 0
ENSG00000174408 0 0 0 0 0 0
ENSG00000174417 0 0 0 0 0 0
ENSG00000174418 0 0 0 0 0 0
ENSG00000174428 71 53 43 76 89 71
ENSG00000174429 0 0 0 0 0 0
ENSG00000174437 13875 14640 12840 14039 15285 11763
ENSG00000174442 1005 994 879 691 895 680
ENSG00000174444 34830 31757 30205 22101 25486 21653
ENSG00000174446 456 478 452 381 533 422
ENSG00000174448 3 3 1 0 2 1
ENSG00000174450 0 0 0 0 0 0
ENSG00000174453 0 0 0 0 0 1
ENSG00000174456 226 221 150 161 177 157
ENSG00000174460 2 1 0 4 2 1
ENSG00000174469 0 1 0 1 1 1
ENSG00000174473 2 1 1 3 2 0
ENSG00000174482 0 0 0 0 1 0
ENSG00000174483 15 22 8 11 7 10
ENSG00000174485 1149 890 882 1267 1495 975
ENSG00000174495 0 0 0 0 0 0
ENSG00000174498 0 0 0 1 0 0
ENSG00000174500 0 0 0 0 0 0
ENSG00000174501 42 22 29 35 50 20
ENSG00000174502 0 0 0 0 0 0
ENSG00000174514 3 4 3 0 0 1
ENSG00000174516 589 796 581 369 523 459
ENSG00000174521 0 2 0 0 0 0
ENSG00000174527 0 0 0 0 0 0
ENSG00000174529 53 43 38 15 25 43
ENSG00000174547 1174 1274 1107 709 938 882
ENSG00000174562 0 0 0 0 0 0
ENSG00000174564 63 35 31 36 151 126
ENSG00000174567 0 0 0 3 2 1
ENSG00000174572 0 0 0 0 0 0
ENSG00000174574 1981 1955 1956 2836 2657 2017
ENSG00000174576 16 13 18 7 11 8
ENSG00000174579 545 526 510 605 768 599
ENSG00000174586 4 12 10 5 9 13
ENSG00000174599 43 33 52 71 96 51
ENSG00000174600 0 2 2 1 0 0
ENSG00000174606 697 760 624 852 1075 783
ENSG00000174607 0 0 0 0 0 0
ENSG00000174611 0 4 3 2 2 0
ENSG00000174628 230 210 174 88 233 128
ENSG00000174640 89 136 93 262 162 144
ENSG00000174652 998 1028 861 858 1174 820
ENSG00000174667 0 0 0 0 0 0
ENSG00000174669 48 77 38 26 42 35
ENSG00000174672 52 81 44 51 48 45
ENSG00000174677 0 0 0 0 0 0
ENSG00000174678 0 0 0 0 0 0
ENSG00000174680 1 1 0 5 3 1
ENSG00000174684 1198 1412 1087 842 951 861
ENSG00000174695 2192 1945 1693 2697 2612 2041
ENSG00000174697 1 0 0 0 0 0
ENSG00000174705 3083 3293 2785 4193 3708 2954
ENSG00000174715 1 0 0 2 0 0
ENSG00000174718 604 442 434 881 993 633
ENSG00000174720 1428 1216 1153 1386 2155 1687
ENSG00000174721 18 28 18 14 29 26
ENSG00000174738 2355 2270 2071 1584 3235 2322
ENSG00000174740 51 69 58 29 62 40
ENSG00000174744 1316 1579 1271 1334 1283 1170
ENSG00000174748 16156 15619 14257 11513 13038 10983
ENSG00000174749 146 159 104 136 194 121
ENSG00000174775 1004 1369 961 799 707 760
ENSG00000174776 1 0 0 2 3 0
ENSG00000174780 4395 3597 3689 4561 5225 3751
ENSG00000174788 0 0 0 0 1 0
ENSG00000174791 2213 3045 2226 2691 2690 2544
ENSG00000174792 1 0 0 0 1 0
ENSG00000174796 400 331 272 502 535 412
ENSG00000174799 381 409 382 364 330 221
ENSG00000174804 221 246 170 185 311 232
ENSG00000174807 20737 29028 19699 13697 28922 24870
ENSG00000174808 2 3 0 70 81 73
ENSG00000174827 12 17 20 7 13 9
ENSG00000174837 3 2 2 11 19 13
ENSG00000174839 391 360 288 443 447 355
ENSG00000174840 839 923 744 964 906 747
ENSG00000174842 194 137 144 175 245 154
ENSG00000174844 0 2 3 5 15 9
ENSG00000174851 2610 3033 2606 2854 2855 2680
ENSG00000174871 59 75 77 14 29 21
ENSG00000174876 0 0 0 0 0 0
ENSG00000174885 0 0 0 0 0 0
ENSG00000174886 756 852 680 507 501 575
ENSG00000174891 904 887 786 704 956 809
ENSG00000174898 0 0 0 0 0 0
ENSG00000174899 140 123 113 83 127 85
ENSG00000174903 6840 8475 6455 6576 7516 6554
ENSG00000174912 22 25 23 32 42 17
ENSG00000174914 0 0 0 0 0 0
ENSG00000174915 967 1280 961 1066 953 867
ENSG00000174917 1358 1644 1162 1031 1092 1070
ENSG00000174928 99 102 76 76 82 71
ENSG00000174930 0 0 0 0 0 0
ENSG00000174937 0 0 0 0 0 0
ENSG00000174938 1060 1602 1053 889 1202 968
ENSG00000174939 216 291 189 218 231 189
ENSG00000174943 327 393 290 344 369 302
ENSG00000174944 0 0 0 0 0 0
ENSG00000174945 19 14 20 14 18 16
ENSG00000174946 0 0 0 0 0 0
ENSG00000174948 0 0 0 0 0 0
ENSG00000174950 0 0 0 0 0 0
ENSG00000174951 9 7 1 4 11 5
ENSG00000174953 1566 1442 1317 2270 2466 1910
ENSG00000174957 0 0 0 0 0 0
ENSG00000174963 35 41 38 28 42 28
ENSG00000174970 0 0 0 0 0 0
ENSG00000174977 7 9 5 11 5 9
ENSG00000174982 0 0 0 0 0 0
ENSG00000174989 1028 1151 923 929 1287 898
ENSG00000174990 0 0 0 0 0 1
ENSG00000174992 0 0 0 0 0 0
ENSG00000174996 1342 1848 1311 1662 1280 1104
ENSG00000175003 15 19 10 19 13 10
ENSG00000175018 6 3 5 1 1 1
ENSG00000175029 2833 3118 2651 2248 2682 2200
ENSG00000175040 801 1010 860 1363 476 399
ENSG00000175048 519 579 512 570 570 523
ENSG00000175054 1194 962 983 1394 1627 1117
ENSG00000175061 11324 12564 10291 5826 7120 6325
ENSG00000175063 962 1132 988 403 415 400
ENSG00000175065 0 0 0 0 0 0
ENSG00000175066 358 396 341 317 407 298
ENSG00000175073 681 667 583 832 1128 845
ENSG00000175077 0 0 0 0 0 1
ENSG00000175084 9 6 5 2 13 15
ENSG00000175087 105 105 81 129 103 80
ENSG00000175093 0 0 0 0 0 2
ENSG00000175097 1 1 0 0 1 0
ENSG00000175104 356 350 337 445 535 410
ENSG00000175105 431 334 350 708 774 556
ENSG00000175106 72 101 56 95 76 79
ENSG00000175110 1371 1326 1190 1262 1643 1299
ENSG00000175115 4017 4995 3576 3005 4813 3763
ENSG00000175121 0 0 0 0 0 0
ENSG00000175130 1242 1430 1063 928 1234 1061
ENSG00000175137 2361 3011 2410 3203 2753 2420
ENSG00000175143 0 0 0 0 0 0
ENSG00000175147 8 6 4 6 4 4
ENSG00000175155 584 544 465 493 587 461
ENSG00000175161 4 6 11 2 11 6
ENSG00000175164 0 0 0 0 0 0
ENSG00000175166 13736 14563 12827 16113 13525 11581
ENSG00000175170 2 4 0 0 1 1
ENSG00000175175 2 0 0 3 3 1
ENSG00000175182 338 453 347 358 322 300
ENSG00000175183 910 811 811 306 1027 797
ENSG00000175189 1 0 0 0 2 0
ENSG00000175193 935 876 848 905 1065 862
ENSG00000175197 1124 1269 964 1006 1954 1758
ENSG00000175198 448 470 359 350 390 310
ENSG00000175202 0 0 0 0 0 0
ENSG00000175203 4817 5201 4542 3434 4321 3622
ENSG00000175206 0 0 0 0 0 0
ENSG00000175213 429 517 401 434 426 461
ENSG00000175215 8782 10020 7994 6717 10195 8007
ENSG00000175216 4376 4172 3826 2917 4117 2984
ENSG00000175220 5122 6320 4732 3569 6229 4841
ENSG00000175221 1652 2327 1670 1432 1897 1748
ENSG00000175224 2916 3247 2590 3417 3954 3309
ENSG00000175229 1 0 0 0 0 0
ENSG00000175262 0 1 1 0 0 0
ENSG00000175264 1 6 1 1 2 0
ENSG00000175265 128 147 113 169 117 75
ENSG00000175267 1 1 1 4 4 0
ENSG00000175274 4416 5312 3857 2170 4925 3746
ENSG00000175279 50 50 40 43 48 36
ENSG00000175283 1154 1169 1093 1191 1231 1104
ENSG00000175287 388 412 393 209 356 312
ENSG00000175294 33 33 33 25 44 34
ENSG00000175302 0 0 0 0 0 0
ENSG00000175305 332 328 300 320 329 186
ENSG00000175309 633 680 575 604 830 624
ENSG00000175311 0 0 0 0 0 0
ENSG00000175315 9 5 10 4 2 6
ENSG00000175318 2 0 0 0 1 0
ENSG00000175319 0 0 0 0 0 0
ENSG00000175322 46 47 55 12 43 19
ENSG00000175324 1382 1462 1265 1447 1599 1293
ENSG00000175325 0 0 0 0 0 0
ENSG00000175329 0 0 0 0 0 0
ENSG00000175334 1738 2064 1711 1499 1753 1569
ENSG00000175336 0 0 0 0 0 0
ENSG00000175344 12 15 4 3 9 4
ENSG00000175348 1723 1665 1576 1845 2415 1853
ENSG00000175352 459 390 370 455 347 270
ENSG00000175354 762 690 628 845 1020 822
ENSG00000175356 194 181 195 166 220 182
ENSG00000175376 833 852 725 907 1000 732
ENSG00000175387 2078 1902 1727 1831 2420 1908
ENSG00000175390 4591 4873 4394 2553 3651 3186
ENSG00000175395 467 442 442 405 568 371
ENSG00000175398 0 0 0 0 0 0
ENSG00000175414 913 820 732 798 739 563
ENSG00000175416 2999 4295 3195 3214 2995 2953
ENSG00000175426 62 60 42 249 92 72
ENSG00000175445 1 0 0 3 0 1
ENSG00000175449 21 22 19 22 38 29
ENSG00000175455 2050 1991 1723 1134 2409 1515
ENSG00000175463 0 0 0 1 0 0
ENSG00000175467 1783 2327 1763 1721 2026 1781
ENSG00000175470 797 906 762 783 856 663
ENSG00000175471 43 48 31 150 56 38
ENSG00000175482 356 465 276 212 279 272
ENSG00000175485 0 0 0 0 0 0
ENSG00000175489 12 5 3 2 12 4
ENSG00000175497 0 0 0 0 0 0
ENSG00000175505 478 617 496 778 564 473
ENSG00000175509 0 0 0 0 0 1
ENSG00000175513 2 2 0 2 5 13
ENSG00000175514 0 0 0 0 0 0
ENSG00000175518 6 3 7 9 25 14
ENSG00000175520 0 0 0 0 0 0
ENSG00000175535 0 0 0 0 0 0
ENSG00000175536 12 19 22 11 11 15
ENSG00000175538 16 13 13 10 20 15
ENSG00000175544 0 0 0 0 0 0
ENSG00000175548 85 90 65 63 94 65
ENSG00000175550 6816 8346 6631 8405 9431 8929
ENSG00000175556 5 12 6 14 11 6
ENSG00000175564 17 26 18 25 23 19
ENSG00000175567 117 131 120 61 104 71
ENSG00000175573 2812 3661 2733 3132 3908 3464
ENSG00000175575 344 373 317 217 337 276
ENSG00000175581 462 489 408 338 467 377
ENSG00000175582 4151 4092 3472 5149 4994 3899
ENSG00000175591 6 6 2 8 2 4
ENSG00000175592 4607 5660 4541 7873 5768 4710
ENSG00000175595 459 461 418 627 699 498
ENSG00000175600 234 217 196 46 98 72
ENSG00000175602 3676 6043 3979 2941 4152 4769
ENSG00000175604 0 0 0 0 0 0
ENSG00000175606 607 578 533 813 661 508
ENSG00000175611 149 171 109 115 143 117
ENSG00000175619 0 0 0 0 0 0
ENSG00000175634 1381 1533 1291 1012 1228 1129
ENSG00000175643 423 433 332 384 603 471
ENSG00000175646 0 0 0 0 0 0
ENSG00000175658 0 0 0 0 0 0
ENSG00000175662 3242 3947 3031 2443 2907 2525
ENSG00000175664 0 0 0 0 0 0
ENSG00000175676 0 0 0 0 0 0
ENSG00000175691 93 102 68 72 80 48
ENSG00000175697 16 16 9 16 14 18
ENSG00000175699 0 0 0 0 0 0
ENSG00000175701 633 839 577 488 492 560
ENSG00000175707 1 0 0 0 1 0
ENSG00000175711 157 214 138 112 123 129
ENSG00000175718 0 0 0 0 0 0
ENSG00000175727 2121 2479 1930 2019 1852 1523
ENSG00000175728 5 5 2 3 2 3
ENSG00000175730 27 32 35 22 37 16
ENSG00000175741 37 28 27 33 42 41
ENSG00000175745 1850 2081 1770 666 2831 2228
ENSG00000175746 1 9 3 16 7 9
ENSG00000175749 5 9 1 0 3 4
ENSG00000175756 1997 2933 2001 1940 1608 1715
ENSG00000175764 286 341 271 326 420 297
ENSG00000175766 0 0 0 0 0 0
ENSG00000175768 75 84 54 61 58 37
ENSG00000175772 4 2 3 1 6 3
ENSG00000175773 6 3 4 2 1 4
ENSG00000175779 0 0 0 0 0 0
ENSG00000175782 508 481 436 484 494 373
ENSG00000175785 0 0 0 0 1 0
ENSG00000175787 44 55 34 43 51 37
ENSG00000175792 1639 1643 1469 1562 1527 1293
ENSG00000175793 4 4 1 2 3 8
ENSG00000175800 0 0 0 0 0 0
ENSG00000175806 655 769 641 834 1006 850
ENSG00000175809 0 0 0 0 0 0
ENSG00000175820 0 2 2 1 1 1
ENSG00000175826 2449 3223 2241 2257 2803 2362
ENSG00000175832 372 511 367 432 265 209
ENSG00000175841 0 0 0 0 0 0
ENSG00000175854 734 793 724 366 354 339
ENSG00000175857 0 0 0 1 0 0
ENSG00000175866 1207 1414 1242 654 1121 1068
ENSG00000175868 0 0 3 0 1 0
ENSG00000175874 1 9 6 3 4 2
ENSG00000175877 0 0 1 1 0 0
ENSG00000175879 63 85 55 87 67 83
ENSG00000175886 9 8 3 9 7 9
ENSG00000175893 321 310 265 349 417 327
ENSG00000175894 0 0 0 0 0 0
ENSG00000175895 292 278 236 287 455 302
ENSG00000175899 699 803 664 558 1138 794
ENSG00000175906 793 931 764 796 769 829
ENSG00000175920 5 4 2 0 1 0
ENSG00000175928 0 0 0 0 0 0
ENSG00000175931 967 1126 875 1021 900 796
ENSG00000175938 584 777 582 380 643 560
ENSG00000175946 15 18 22 11 40 23
ENSG00000175967 1 0 0 1 1 2
ENSG00000175970 2493 2454 2132 1648 1502 1257
ENSG00000175984 173 111 103 71 145 90
ENSG00000175985 1 8 3 4 14 2
ENSG00000176007 0 0 0 0 0 0
ENSG00000176009 0 0 0 0 0 0
ENSG00000176014 14055 15526 13761 11047 13125 11922
ENSG00000176018 682 638 538 816 969 598
ENSG00000176020 0 0 0 0 0 0
ENSG00000176022 1377 1824 1436 1813 1417 1328
ENSG00000176024 169 147 141 182 264 228
ENSG00000176029 0 0 0 0 0 0
ENSG00000176040 2 2 1 0 1 0
ENSG00000176043 0 0 0 0 0 0
ENSG00000176046 2816 3507 2370 843 3331 3013
ENSG00000176049 0 0 0 0 0 0
ENSG00000176054 4 9 1 5 9 7
ENSG00000176055 206 206 181 186 211 157
ENSG00000176058 401 661 491 325 356 357
ENSG00000176075 4 9 3 7 2 4
ENSG00000176076 13 7 4 13 15 16
ENSG00000176083 0 0 0 0 0 0
ENSG00000176087 2291 2691 2236 2376 2841 2354
ENSG00000176092 1 0 0 0 0 1
ENSG00000176095 2669 2910 2422 2725 3131 2504
ENSG00000176101 1426 1844 1483 1481 1313 1294
ENSG00000176102 778 792 641 824 1231 879
ENSG00000176105 1708 1656 1432 1415 1969 1277
ENSG00000176108 791 1064 804 781 817 822
ENSG00000176115 0 0 0 0 0 0
ENSG00000176124 73 61 64 31 36 34
ENSG00000176125 35 72 57 67 53 57
ENSG00000176134 0 0 0 0 0 0
ENSG00000176136 0 0 0 0 0 0
ENSG00000176142 1821 1698 1664 2314 2304 1758
ENSG00000176148 779 797 703 885 1062 916
ENSG00000176153 0 0 0 0 0 0
ENSG00000176155 664 785 571 591 516 430
ENSG00000176160 0 0 0 1 0 0
ENSG00000176165 15 13 18 41 48 37
ENSG00000176170 3585 4634 3670 6681 3666 3866
ENSG00000176171 1320 1428 1097 3246 1524 1251
ENSG00000176177 0 0 0 0 0 0
ENSG00000176182 245 393 247 343 300 252
ENSG00000176183 0 0 0 1 0 0
ENSG00000176194 0 0 0 1 0 0
ENSG00000176198 0 0 0 0 0 0
ENSG00000176200 0 0 0 0 0 0
ENSG00000176204 0 0 0 0 0 0
ENSG00000176208 127 113 111 108 127 92
ENSG00000176209 432 422 360 351 431 372
ENSG00000176219 0 0 0 0 0 0
ENSG00000176222 118 76 110 105 140 81
ENSG00000176225 549 496 516 453 583 399
ENSG00000176230 0 0 0 0 0 0
ENSG00000176231 0 0 0 0 0 0
ENSG00000176232 0 0 0 0 0 0
ENSG00000176236 1 2 5 1 1 1
ENSG00000176239 0 0 0 0 0 0
ENSG00000176243 2 7 3 6 5 3
ENSG00000176244 3 3 3 2 2 1
ENSG00000176246 0 0 0 0 0 0
ENSG00000176248 1299 1610 1162 1118 1188 1115
ENSG00000176253 0 0 0 0 0 0
ENSG00000176256 0 0 0 0 0 0
ENSG00000176261 628 651 602 557 585 537
ENSG00000176268 2 1 2 0 1 2
ENSG00000176269 0 0 0 0 0 0
ENSG00000176273 248 255 196 165 216 176
ENSG00000176281 0 0 0 0 0 0
ENSG00000176289 0 0 0 0 0 0
ENSG00000176290 0 0 0 0 0 0
ENSG00000176293 193 183 157 128 206 166
ENSG00000176294 0 0 0 0 0 0
ENSG00000176299 0 0 0 0 0 0
ENSG00000176302 0 0 0 0 2 0
ENSG00000176312 0 0 0 0 0 0
ENSG00000176318 0 2 3 1 4 4
ENSG00000176320 0 0 0 0 0 0
ENSG00000176340 2679 3000 2426 2323 2380 2321
ENSG00000176343 116 128 95 74 61 66
ENSG00000176349 4 8 8 3 7 4
ENSG00000176358 0 0 0 0 0 0
ENSG00000176371 147 168 119 107 111 91
ENSG00000176378 0 0 0 0 0 0
ENSG00000176381 0 0 0 1 0 0
ENSG00000176383 13 6 4 1 4 2
ENSG00000176386 249 251 168 193 243 188
ENSG00000176387 3 9 0 1 7 3
ENSG00000176390 398 347 329 501 528 349
ENSG00000176393 3251 3856 3147 2539 3665 2925
ENSG00000176396 384 437 366 497 424 290
ENSG00000176399 0 3 2 1 2 1
ENSG00000176401 79 101 101 88 94 57
ENSG00000176402 0 0 1 0 0 0
ENSG00000176406 29 33 23 116 179 103
ENSG00000176407 1949 1837 1759 1995 2060 1744
ENSG00000176410 683 828 748 680 864 720
ENSG00000176422 364 370 376 422 540 465
ENSG00000176428 71 113 100 28 39 40
ENSG00000176435 6 11 2 5 9 5
ENSG00000176438 1618 1743 1371 767 1364 1078
ENSG00000176444 1082 1250 1029 941 1179 899
ENSG00000176454 1103 1382 966 757 1183 887
ENSG00000176463 277 242 234 240 356 277
ENSG00000176472 49 75 65 42 81 75
ENSG00000176473 340 369 324 342 508 452
ENSG00000176476 151 250 126 182 182 188
ENSG00000176485 113 140 116 83 126 103
ENSG00000176490 527 624 490 71 409 373
ENSG00000176495 0 0 0 0 0 0
ENSG00000176510 1 0 2 2 1 2
ENSG00000176515 0 0 0 0 0 0
ENSG00000176531 351 437 305 197 268 224
ENSG00000176532 7 15 9 6 9 8
ENSG00000176533 1 3 1 0 4 1
ENSG00000176540 0 0 0 0 0 0
ENSG00000176542 430 382 349 430 532 383
ENSG00000176547 0 0 0 0 0 0
ENSG00000176555 0 0 0 0 0 0
ENSG00000176563 3 1 2 0 1 2
ENSG00000176566 0 0 0 0 0 0
ENSG00000176567 0 0 0 0 0 0
ENSG00000176571 0 0 0 0 0 0
ENSG00000176584 0 0 0 0 0 0
ENSG00000176593 117 75 45 72 112 89
ENSG00000176595 178 170 172 99 192 180
ENSG00000176597 63 65 56 77 80 44
ENSG00000176601 0 0 0 0 0 0
ENSG00000176605 0 0 0 0 0 0
ENSG00000176619 5348 6881 5236 3388 3752 3381
ENSG00000176623 1480 1462 1292 1047 1518 1194
ENSG00000176624 1582 1571 1368 1648 2202 1650
ENSG00000176635 0 0 0 0 0 0
ENSG00000176641 536 470 415 1003 387 306
ENSG00000176654 0 0 0 0 0 0
ENSG00000176658 11328 11492 9709 5732 9282 7221
ENSG00000176659 0 0 0 0 0 0
ENSG00000176678 292 376 288 227 382 292
ENSG00000176679 0 0 0 0 0 0
ENSG00000176681 1 3 1 6 4 0
ENSG00000176692 27 37 36 18 42 28
ENSG00000176695 0 0 0 0 0 0
ENSG00000176697 974 1039 900 1281 1349 1112
ENSG00000176700 156 183 131 134 232 130
ENSG00000176714 44 49 23 20 50 32
ENSG00000176715 576 688 532 546 644 552
ENSG00000176716 0 0 0 0 1 1
ENSG00000176720 1420 1867 1442 1106 1386 1162
ENSG00000176723 27 39 33 31 39 46
ENSG00000176728 43 50 40 27 31 27
ENSG00000176731 663 585 514 601 823 605
ENSG00000176732 8 14 11 4 13 4
ENSG00000176742 0 0 0 0 0 0
ENSG00000176746 0 0 0 0 0 0
ENSG00000176748 0 0 0 0 0 0
ENSG00000176749 52 78 60 70 43 36
ENSG00000176752 0 0 0 0 0 0
ENSG00000176753 0 0 0 0 0 0
ENSG00000176754 0 0 0 0 0 0
ENSG00000176761 0 0 0 1 0 0
ENSG00000176769 0 0 0 0 0 0
ENSG00000176771 1566 1626 1371 1279 1981 1533
ENSG00000176774 0 0 0 0 0 0
ENSG00000176782 0 0 0 0 0 0
ENSG00000176783 2079 2234 1806 1618 2046 1623
ENSG00000176787 0 0 0 0 0 0
ENSG00000176788 5921 6828 5740 8674 7918 6604
ENSG00000176797 0 0 0 0 0 0
ENSG00000176798 0 0 0 0 0 0
ENSG00000176809 104 98 66 65 136 103
ENSG00000176812 0 0 0 0 0 0
ENSG00000176826 135 149 97 145 216 162
ENSG00000176834 648 797 600 571 660 540
ENSG00000176840 0 0 0 0 0 0
ENSG00000176842 545 767 518 339 647 529
ENSG00000176845 1947 2377 1756 3301 2317 2329
ENSG00000176853 1550 1420 1310 2133 1939 1460
ENSG00000176855 31 41 55 35 40 30
ENSG00000176857 1 2 2 4 2 0
ENSG00000176868 3 9 6 1 2 0
ENSG00000176871 2515 2597 2467 4333 3915 3163
ENSG00000176882 0 0 0 0 0 0
ENSG00000176884 4 4 2 4 8 2
ENSG00000176887 0 0 0 0 0 0
ENSG00000176890 2805 2868 2800 1244 1789 1551
ENSG00000176893 0 0 0 0 0 0
ENSG00000176894 87 116 96 44 71 63
ENSG00000176895 0 0 0 0 0 0
ENSG00000176896 74 57 58 62 86 71
ENSG00000176900 0 0 0 0 0 0
ENSG00000176903 2297 2479 2182 2123 2165 1767
ENSG00000176904 0 0 0 0 0 0
ENSG00000176907 1401 1158 1196 3639 1591 1372
ENSG00000176909 112 184 139 44 91 91
ENSG00000176912 19 18 19 10 7 9
ENSG00000176915 2313 2697 2298 2710 2747 2168
ENSG00000176919 11 15 13 5 15 9
ENSG00000176920 0 0 0 0 0 0
ENSG00000176922 0 0 0 0 0 0
ENSG00000176923 0 0 0 0 0 0
ENSG00000176925 0 0 0 0 0 0
ENSG00000176927 4 6 4 2 2 1
ENSG00000176928 246 190 201 400 487 420
ENSG00000176933 13 27 17 24 32 22
ENSG00000176945 14 4 12 10 9 7
ENSG00000176946 1504 1824 1362 1375 1274 1141
ENSG00000176951 0 0 0 0 0 0
ENSG00000176953 1502 1709 1433 2035 2057 1529
ENSG00000176956 0 0 0 0 0 0
ENSG00000176970 0 0 0 1 0 0
ENSG00000176971 181 195 146 208 286 278
ENSG00000176973 250 332 251 196 261 204
ENSG00000176974 516 541 458 301 376 289
ENSG00000176978 4769 6000 4735 5043 4852 4820
ENSG00000176979 0 0 0 0 0 0
ENSG00000176984 0 1 0 0 1 1
ENSG00000176986 4874 5429 4468 5944 6822 5362
ENSG00000176988 0 0 0 0 0 0
ENSG00000176994 1548 1482 1361 1938 2188 1836
ENSG00000176998 0 6 2 5 30 7
ENSG00000177000 1438 1642 1269 1135 1886 1687
ENSG00000177023 0 0 0 0 0 0
ENSG00000177025 8 15 6 8 12 11
ENSG00000177030 1037 1280 1003 1110 969 896
ENSG00000177034 425 445 372 460 574 416
ENSG00000177042 310 398 276 292 336 264
ENSG00000177045 1046 1366 1021 959 1207 1102
ENSG00000177047 0 0 0 0 1 0
ENSG00000177051 299 515 285 298 350 290
ENSG00000177054 515 469 425 585 685 530
ENSG00000177058 361 308 252 431 514 348
ENSG00000177076 31 27 30 13 20 19
ENSG00000177082 691 744 587 596 730 571
ENSG00000177084 1130 1361 1183 768 897 742
